local_time_s,0.00000,0.00317,0.00674,0.01077,0.01531,0.02043,0.02620,0.03271,0.04005,0.04832,0.05765,0.06817,0.08003,0.09340,0.10848,0.12548,0.14465,0.16626,0.19062,0.21809,0.24907,0.28399,0.32337,0.36776,0.41782,0.47426,0.53789,0.60964,0.69054,0.78175,0.88458,1.00053,1.13127,1.27867,1.44486,1.63225,1.84352,2.08173,2.35032,2.65314,2.99458,3.37954,3.81359,4.30298,4.85477,5.47690,6.17836,6.96925,7.86098,8.86639,10.00000
0.0,76.047,83.416,90.502,97.362,104.036,110.547,116.905,123.105,129.13,134.945,140.5,145.726,150.536,154.828,158.491,161.414,163.509,164.735,165.132,164.851,164.151,163.368,162.823,162.715,163.062,163.731,164.546,165.401,166.282,167.22,168.239,169.345,170.535,171.808,173.159,174.58,176.06,177.586,179.137,180.691,182.222,183.7,185.098,186.394,187.574,188.646,189.651,190.681,191.907,193.631,196.358
60.0,76.027,83.388,90.467,97.322,103.99,110.495,116.847,123.044,129.065,134.877,140.431,145.658,150.47,154.767,158.435,161.367,163.471,164.707,165.116,164.844,164.151,163.373,162.829,162.721,163.068,163.737,164.553,165.41,166.292,167.232,168.252,169.359,170.55,171.824,173.175,174.596,176.077,177.603,179.154,180.708,182.238,183.715,185.112,186.405,187.582,188.652,189.654,190.681,191.905,193.626,196.354
120.0,76.007,83.361,90.434,97.282,103.944,110.444,116.792,122.984,129.002,134.812,140.365,145.592,150.407,154.707,158.382,161.321,163.435,164.681,165.1,164.837,164.151,163.376,162.833,162.724,163.069,163.737,164.553,165.41,166.292,167.231,168.252,169.359,170.55,171.824,173.175,174.596,176.077,177.603,179.154,180.708,182.238,183.715,185.112,186.405,187.582,188.652,189.654,190.681,191.905,193.626,196.354
180.0,75.988,83.335,90.401,97.243,103.899,110.394,116.737,122.924,128.939,134.747,140.299,145.527,150.344,154.648,158.329,161.276,163.398,164.655,165.084,164.83,164.151,163.38,162.837,162.727,163.071,163.737,164.553,165.409,166.292,167.231,168.252,169.359,170.55,171.824,173.175,174.596,176.077,177.603,179.154,180.708,182.238,183.715,185.112,186.405,187.582,188.652,189.654,190.681,191.905,193.626,196.354
240.0,75.968,83.308,90.368,97.203,103.854,110.343,116.681,122.865,128.876,134.683,140.234,145.461,150.281,154.589,158.276,161.23,163.362,164.629,165.068,164.823,164.151,163.383,162.842,162.73,163.072,163.737,164.553,165.409,166.292,167.231,168.252,169.359,170.55,171.824,173.175,174.596,176.077,177.603,179.154,180.708,182.238,183.715,185.112,186.405,187.582,188.652,189.654,190.681,191.905,193.626,196.354
300.0,75.949,83.282,90.335,97.164,103.809,110.293,116.626,122.806,128.814,134.618,140.168,145.396,150.218,154.53,158.223,161.185,163.326,164.604,165.053,164.817,164.151,163.387,162.846,162.733,163.074,163.738,164.552,165.409,166.292,167.231,168.252,169.359,170.55,171.824,173.175,174.596,176.077,177.603,179.154,180.708,182.238,183.715,185.112,186.405,187.582,188.652,189.654,190.681,191.905,193.626,196.354
360.0,75.93,83.255,90.302,97.125,103.764,110.243,116.571,122.747,128.752,134.554,140.103,145.332,150.155,154.471,158.17,161.14,163.29,164.578,165.037,164.81,164.15,163.39,162.85,162.737,163.075,163.738,164.552,165.409,166.292,167.231,168.252,169.359,170.55,171.824,173.175,174.596,176.077,177.603,179.154,180.708,182.238,183.715,185.112,186.405,187.582,188.652,189.654,190.681,191.905,193.626,196.354
420.0,75.911,83.229,90.269,97.086,103.719,110.193,116.517,122.688,128.69,134.489,140.037,145.267,150.092,154.413,158.117,161.094,163.254,164.552,165.021,164.803,164.15,163.393,162.854,162.74,163.077,163.738,164.552,165.409,166.292,167.231,168.252,169.359,170.55,171.824,173.175,174.596,176.077,177.603,179.154,180.708,182.238,183.715,185.112,186.405,187.582,188.652,189.654,190.681,191.905,193.626,196.354
480.0,75.892,83.203,90.236,97.047,103.675,110.143,116.462,122.629,128.628,134.425,139.972,145.202,150.03,154.354,158.064,161.049,163.218,164.526,165.005,164.796,164.15,163.397,162.858,162.743,163.078,163.739,164.552,165.408,166.291,167.231,168.252,169.359,170.55,171.824,173.175,174.596,176.077,177.603,179.154,180.708,182.238,183.715,185.112,186.405,187.582,188.652,189.654,190.681,191.905,193.626,196.354
540.0,75.873,83.177,90.204,97.009,103.63,110.093,116.408,122.571,128.566,134.361,139.907,145.138,149.967,154.296,158.011,161.004,163.182,164.499,164.989,164.789,164.149,163.4,162.862,162.746,163.08,163.739,164.552,165.408,166.291,167.231,168.252,169.358,170.55,171.823,173.175,174.596,176.077,177.603,179.154,180.708,182.238,183.715,185.112,186.405,187.582,188.652,189.654,190.681,191.905,193.626,196.354
600.0,75.854,83.152,90.171,96.97,103.586,110.044,116.353,122.513,128.505,134.298,139.843,145.073,149.905,154.237,157.959,160.959,163.146,164.473,164.973,164.781,164.149,163.403,162.867,162.749,163.081,163.739,164.551,165.408,166.291,167.231,168.252,169.358,170.55,171.823,173.175,174.596,176.077,177.603,179.154,180.708,182.238,183.715,185.112,186.405,187.582,188.652,189.654,190.681,191.905,193.626,196.354
